id,title,text,label
0,Avrupa Birliği Şam'daki temsilciliğini yeniden açacak,Kallas; Avrupa Parlamentosu Genel Kurulunda düzenlenen Suriye konulu oturumda konuştu.Dün iç savaş sırasında Şam'dan Beyrut'a kaydırılan AB misyonundan üst düzey diplomatik heyeti Şam'a gönderdiğini anımsatan Kallas; "Yeni liderlik ve sivil toplumla ihtiyatlı bir şekilde etkileşime girmek için bir sürece başladık." dedi.Kallas; "AB'nin Şam'daki büyükelçiliğini yeniden açmaya hazırız. Bunun tekrar tam olarak faaliyete geçmesini istiyoruz." ifadesini kullandı.BÖLGESEL ÜLKELERLE İŞBİRLİĞİBu adımın yapıcı bir etkileşimde bulunmak için çok önemli olduğunun altını çizen Kallas; şunları kaydetti:"(Baas rejiminin yıkılmasından sonra) Suriye olumlu ama belirsiz bir gelecekle karşı karşıya. Bölgesel aktörlerle birlikte çalışmalıyız. Bu nedenle Arap ülkeleri; Birleşmiş Milletler; ABD ve ayrıca Türkiye ile bir araya gelmek ve aynı prensipleri paylaşmak; aynı mesajları; ne görmek istediğimizi yeni liderliğe de iletmek için son derece önemlidir.",0
1,İsrail'in saldırıları nedeniyle Filistinliler zorunlu göçe başladı,Görgü tanıklarından alınan bilgiye göre; İsrail ordusuna ait araçlar Refah kentinin kuzeybatısına doğru aniden girmeye başladı.İsrail askeri araçları ve insansız hava araçları bölgedeki yerinden edilmiş Filistinlilerin çadırlarına yoğun ve aralıksız şekilde ateş açtı.İsrail ordu güçlerinin bu adımının ardından kuzeybatıdaki El-Mevasi bölgesinde Filistinliler arasında zorunlu göç hareketi başladı.Filistinli aileler; içinde bulundukları zor koşullar ve saldırılar devam etmesine rağmen bölgeden kaçmaya başladı.İsrail'in bölgeye askeri araçlarla gerçekleştirdiği saldırı öncesi herhangi bir uyarıda bulunulmadı.Gazze'deki Sivil Savunma Müdürlüğünden yapılan açıklamaya göre İsrail; Refah'ın sahil kesimindeki Muaviye Mescidi çevresine hava saldırısı düzenledi.Saldırı nedeniyle çok sayıda ölü ve yaralı olduğu kaydedildi.Mevasi bölgesinde İsrail saldırılarından korunamayan; kumaş ve naylondan yapılmış çadırlarda yaşayan yerinden edilmiş binlerce Filistinli bulunuyor.,0
2,Von der Leyen'den Suriye mesajı: Türkiye'nin bölgenin istikrarı için çok önemli bir rolü var,Von der Leyen; Cumhurbaşkanı Recep Tayyip Erdoğan ile Cumhurbaşkanlığı Külliyesi'nde düzenlenen ortak basın toplantısında konuştu.Suriye'de Esad rejiminin yıkılışının Suriye halkı için yeni bir ümit vadettiğini söyleyen Von der Leyen; bunun da beraberinde getirdiği riskler olduğunu ifade etti.Von der Leyen; "Sahada son derece kırılgan ve değişken bir durum var. Dolayısıyla bu konuyla ilgili gelişmeleri yakından takip ediyoruz. Suriye halkının barışçıl bir geçiş dönemine ihtiyacı var. Bu geçiş dönemi toprak bütünlüğünü ve egemenliğini koruyacak bir geçiş dönemi. Aynı zamanda; devlet kurumlarını koruyacak bir dönem olmalı." diye konuştu.Suriye halkının bütün çeşitliliğiyle isteklerine cevap verebilecek bir süreç olması gerektiğini dile getiren Von der Leyen; milli birliğe saygı duyulması ve azınlıkların da korunması gerektiğine dikkati çekti.Von der Leyen; Avrupa Birliği'nin (AB) bu süreçte atacağı adımlara değinerek; en üst seviyedeki diplomatın Şam'a geri döneceğini vurguladı.AB insani yardım ekiplerinin Şam'da bulunduğunu da belirten Von der Leyen; şöyle devam etti:"Biz; her zaman aslında Suriye'de mevcudiyetimizi koruduk ve ihtiyacı olanlara destek vermeye devam ettik. Herhangi bir temas; herhangi bir işbirliği ve herhangi bir finansman olmadan Esad rejimine; biz oradaydık ancak şu anda bütün bu adımları artırmalıyız ve doğrudan aslında Heyet Tahrir Şam (HTŞ) ile ve tüm diğer temsilcilerle angajmanımızı sürdürmeliyiz."Von der Leyen; Suriye'nin bir an önce ayağa kalkması ve temel hizmetlerin yanı sıra elektrik ve su gibi hizmetlerin sağlanması için çalışmaların sürdürülmesi gerektiğini kaydetti."BU YIL İNSANİ YARDIMIMIZI 160 MİLYON AVROYA ÇIKARDIK"Von der Leyen; insani yardım için hava köprüsü kurulduğuna ve ilk teslimatın bu hafta içerisinde yapılacağına işaret ederek; "Bu yıl; insani yardımlarımızı 160 milyon avroya çıkardık." şeklinde konuştu.Avrupa'nın halihazırda Suriye'nin en büyük donörü olduğunun altını çizen Von der Leyen; şunları kaydetti:"2011'den bu yana yıllık düzenlediğimiz Suriye konferanslarında 33 milyar avrodan fazla katkıda bulunduk ve bu desteğe devam etmeliyiz. Bu desteği tabii ki yeni bir odakla gerçekleştirmeliyiz. Yeniden yapılanmaya odaklanmalıyız ve bu tabii ki adım adım uygulanacak bir yaklaşım olmalı. Bütün bunları yaparken aynı zamanda müeyyidelerin kaldırılmasından da bahsetmeliyiz. Ancak tabii ki gerçek anlamda barışçıl bir geçiş dönemi yaşanırsa bu mümkün olabilecektir."Suriye halkının evlerine geri dönme ve hayatlarını yeniden inşa edebilme ümidinin en doğal duygulardan biri olduğunu ifade eden Von der Leyen; öngörülebilirlik olmadığı için çok dikkatli hareket edilmesi gerektiğini vurguladı.Von der Leyen; mültecilerin geri dönüşlerinin "gönüllü; güvenli ve onurlu" bir şekilde olması gerektiğine dikkati çekerek; Birleşmiş Milletler Yüksek Komiserliği ile çalışılarak gerekli koşulların yerine getirildiğinden emin olmak istediğini kaydetti.Türkiye'nin önemli bir role sahip olduğunu dile getiren Von der Leyen; şunları söyledi:"Türkiye'nin bölgenin istikrarı için; bölgeye istikrar gelmesi için çok önemli bir rolü var. Terörizme karşı birlikte çok dikkatli olmalıyız. Özellikle de Doğu Suriye'de DEAŞ'ın yeniden canlanması riski var. Bunun olmasına izin veremeyiz. Türkiye'nin de meşru güvenlik endişelerine mutlaka cevap verilmesi ve bunların karşılanması gerekiyor. Aynı zamanda; tüm Suriyelilerin bütün azınlıklar dahil olmak üzere güvende olmasını sağlamak gerekiyor.""ARAMIZDAKİ TİCARET 206 MİLYAR AVROYA ULAŞTI"Von der Leyen; Cumhurbaşkanı Erdoğan ile Türkiye-AB ilişkilerini değerlendirme fırsatı bulduğunu söyleyerek; bu ilişkinin karmaşık olduğu kadar zengin ve ileriye doğru devam ettiğine dikkati çekti.Bu sebeplerden dolayı; ikinci görev süresinin başında ziyaretinin ilkini Ankara'ya düzenlediğini hatırlatan Von der Leyen; ekonomik ilişkilerin her zamankinden daha güçlü olduğunu dile getirdi.Von der Leyen; "Aramızdaki ticaret 206 milyar avroya ulaştı ve bu bir rekor. Avrupa Birliği Türkiye'nin en büyük ticaret ve yatırım ortağı." diyerek; niyetinin bunu daha da ileriye taşımak ve güçlendirmek olduğunu kaydetti.Türkiye ile ekonomi konusunda üst düzey diyalog mekanizması başlatılacağını duyuran Von der Leyen; AB yatırım bankasının Türkiye'de yeniden angaje olması için çalışmaların başlatılacağını anlattı."TÜRKİYE GÖÇ YÖNETİMİ KONUSUNDA; DOĞU AKDENİZ ROTASINDA SON DERECE KİLİT ORTAĞIMIZ"Von der Leyen; Türkiye ile güncellenmiş bir gümrük birliği müzakereleri başlatmayı büyük bir istekle beklediğini belirterek; "Tabii ki burada ilerleme olacak. Ancak bunun için gerçekten güçlü bir çaba sarf etmek gerekiyor. Ticaret engellerine mutlaka değinmeliyiz." dedi.Aynı zamanda Rusya'ya karşı uygulanan yaptırımların devre dışı bırakılmasıyla ilgili konuların değerlendirildiğini ifade eden Von der Leyen; Kuzey Kıbrıs Türk Cumhuriyeti ile ilgili de Birleşmiş Milletler çerçevesinde müzakerelerin devam ettirilmesi gerektiğini söyledi.Von der Leyen; Türkiye'nin yıllar içinde milyonlarca kişiye ev sahipliği yapmasına ilişkin; şunları kaydetti:"Bu çerçevede biz de bu çabanızda sizin yanınızda durduk. 2011'den bu yana AB neredeyse 10 milyar avroyu mültecilerin ve ev sahibi toplumun desteklenmesi için sağladı. Bu çerçevede çok büyük bir mutlulukla şunu duyurmak istiyorum; ilave bir 1 milyar avro 2024 için şu anda tahsis edilmiş durumda. Bu; başka şeylerin yanı sıra mültecilerin sağlık sistemini ve eğitim çalışmalarını destekleyecek. Aynı zamanda göç ve sınır güvenliği konularına odaklanacak ve Suriyeli mültecilerin gönüllü dönüşü de desteklenecek. Sahada gelişmeler devam ettikçe bu 1 milyarı Suriye'deki ihtiyaçlar ortaya çıktıkça onlara da tahsis edebiliriz."Türkiye'nin göç yönetimi konusunda; Doğu Akdeniz rotasında son derece kilit bir ortak olduğunu vurgulayan Von der Leyen; "Bu çerçevede paylaştığımız öncelikler için birlikte çalışmalı ve sınır yönetimi; göçmen kaçakçılığıyla mücadele ve vize konularındaki çabalarımızı daha yoğunlaştırmalıyız." diye konuştu.Von der Leyen; Suriyelilerin yönlendirdiği ve sahiplendiği bir siyasi dönüşümü desteklemek ve aynı zamanda bir aday ülke olarak Türkiye ile AB arasındaki ilişkiyi derinleştirmek için çok fazla şeye ulaşılabileceğine inandığını belirterek; ilerleyen zamanda bu çerçevede iyi işbirliğini devam ettirmeyi büyük bir istekle beklediğini dile getirdi.,0
3,Dışişleri'nden İsrail'e Gazze tepkisi: Soykırım gözardı edilmesin!,Dışişleri Bakanlığı'ndan yapılan yazılı açıklamada "Bölgemizde yakın dönemde yaşanan gelişmeler; İsrail’in Gazze’de işlemekte olduğu soykırımın uluslararası toplum tarafından gözardı edilmesi sonucunu doğurmamalıdır" denildi.'YÜZLERCE SİVİL KATLEDİLDİ'Bakanlık "Son günlerde İsrail’in sivillere ve sivil altyapıya yönelik saldırıları yoğunluk kazanmış; okul binalarına ve mülteci kamplarına gerçekleştirilen saldırılarda yüzlerce masum Filistinli katledilmiştir" ifadelerini kullandı ve şöyle devam etti:"Keza; İsrail'in Gazze'de temel insani ihtiyaçların karşılanmasını engelleyerek açlık ve bulaşıcı hastalıkları Filistin halkına karşı bir silah olarak kullanması uluslararası toplumun dikkatinden kaçmamalıdır."'İNSANİ YARDIM KESİNTİSİZ ULAŞMALI'"Türkiye olarak barış; güvenlik ve istikrarın bölgemizin tamamında hakim olmasını istiyoruz. Bu çerçevede; bir an önce ateşkes anlaşması imzalanması ve insani yardımın bölgeye kesintisiz biçimde ulaşması için İsrail üzerinde gerekli baskının kurulması yönündeki çağrımızı yineliyoruz.""Filistin halkının haklarını; uluslararası hukuku ve insanlık onurunu savunmayı sürdüreceğiz.",0
4,Güney Kore'de; başkanlık bilgisayarlarına erişme girişimi başarısız oldu,​​Yonhap'ta çıkan haberde; polis ve Yolsuzluk Soruşturma Ofisi'nden (CIO) oluşan ortak bir soruşturma ekibinin; başkanlık ofisinin güvenlik servisinin bilgisayar sistemlerine erişmeye çalıştığı öne sürüldü.Haberde; soruşturma ekibinin; söz konusu sistemlere erişim elde etme girişimlerinin; başkanlık güvenlik birimlerinin engellemeleri sonucu başarısızlıkla sonuçlandığı kaydedildi.Öte yandan; soruşturma ekibinin bu adımının ise başkanlık ofisinde arama yapmak ve delil elde etmek için yapılan ikinci girişim olduğu ifade ediliyor.GÜNEY KORE'DE SIKIYÖNETİM İLANIDevlet Başkanı Yoon; 3 Aralık gecesi televizyonda yaptığı konuşmada; "muhalefetin devlet karşıtı aktivitelere karıştığı" gerekçesiyle sıkıyönetim ilan etmiş ancak parlamentonun; yaptığı oylamada kararı kaldırması ve ardından bunun Bakanlar Kurulunda onaylanmasıyla geri adım atmıştı.Yoon; muhalefeti "hükümetin işlevini yerine getirmesini engellemekle" suçlayarak; sıkıyönetimin "Kuzey Kore yanlısı güçleri ortadan kaldırmayı ve anayasal özgürlük düzenini korumayı amaçladığını" savunmuştu.Sıkıyönetim ilanının ardından Savunma Bakanlığı; ordudaki komutanlara toplantı talimatı verip teyakkuzda olunması çağrısı yapmıştı. Öte yandan "sıkıyönetim birlikleri" olarak görevlendirilen askerlerin Ulusal Meclise girdiği bildirilmişti.Ulusal Mecliste yapılan acil oturumda; sıkıyönetim kararının kaldırılmasına ilişkin verilen önerge; 190 milletvekilinin oyuyla kabul edilmişti. Ulusal Meclis Başkanlığı Ofisi; sıkıyönetimin; yapılan oylamanın ardından "hükümsüz" hale geldiğini açıklamıştı.Bunun üzerine Bakanlar Kurulunu toplayan Yoon; kabinenin onayının ardından sıkıyönetimi sona erdirdiğini duyurmuştu.Ana muhalefetteki Demokrat Parti ve 5 küçük muhalefet partisinin; sıkıyönetim ilanının anayasaya aykırı olduğu gerekçesiyle Yoon'un azli için meclise sunduğu önerge; 7 Aralık'ta yapılan oylamada nitelikli çoğunluğa ulaşılamadığı için reddedilmişti.Muhalefet partilerinin aynı gerekçeyle sunduğu ikinci önerge; 14 Aralık'taki oylamada bu kez nitelikli çoğunluk sağlanarak kabul edilmişti. Meclis tarafından azli istenen Yoon; Anayasa Mahkemesinin hakkında vereceği karara dek görevden geçici uzaklaştırılmış; yerine Başbakan Han Duck-soo vekaleten getirilmişti.,0
5,SON DAKİKA SURİYE HABERLERİ: Esad yine yalan söyledi,Suriye'de gündem aynı hızla değişiyor. Sıcak gelişmeleri milliyet.com.tr canlı bloğundan takip edebilirsiniz.,0
6,Sednaya'da çocuklarını ve kardeşlerini kaybetti: Etme bulma dünyasındayız,Ülkesindeki iç savaş nedeniyle 3 yıl önce torunu ve oğluyla Türkiye'ye sığınan Dibeş; Şanlıurfa'da hayırseverlerin desteğiyle yaşam mücadelesi veriyor.Ülkesindeki Baas rejiminin devrilmesinin mutluluğunu yaşayan kadın; ilerleyen süreçte Suriye'ye dönüp Sednaya Hapishanesi'nde kaybettiği genç yaştaki oğulları Fehmi ve Mustafa Dibeş ile kardeşleri Muhammed ile Ömer Alkatan için hukuki mücadele başlatmak istiyor.Dibeş; çocuklarının acısını cep telefonundaki fotoğraflara bakarak dindirmeye çalışıyor.Nicah Dibeş; AA muhabirine; kardeşlerinin 2012'de Esad rejimine karşı protesto gösterisinde bulunduğunu; önce kardeşlerinin ardından ise iki oğlunun Sednaya Hapishanesi'ne götürüldüğünü anlattı.Çocuklarını ve kardeşlerini görmek için gittiği Sednaya Hapishanesi'nde kendisine hakaretler edildiğini daha sonra evinden alınıp 3 ay burada tutulduğunu aktaran Dibeş; "Bana da zulüm ettiler. Oradaki gardiyanlar bayan da değil hepsi erkek; beni dövdüler. Sırtımda halen işkence izleri var. Ellerimi tersten bağlayıp havaya kaldırdılar. Halen bir omzum sakat iyileşmedi." dedi.İki oğlunun ve iki kardeşinin Sednaya Hapishanesi'nde falaka; elektrik gibi çeşitli işkenceler sonucu hayatını kaybettiğini ifade eden Dibeş; "Şu an Türkiye'deyim. Kolay değil dört ölümüz oldu. Türkiye Cumhuriyeti'ne ve Cumhurbaşkanı Recep Tayyip Erdoğan'a çok çok teşekkür ediyoruz; bizleri bu süreçte yalnız bırakmadı; misafir etti." diye konuştu."ETME BULMA DÜNYASINDAYIZ"Baas rejiminin devrilmesini sevinçle karşıladığını anlatan Dibeş; "Suriye Milli Ordusu Halep'e girdiği zaman dünyalar benim oldu; sevindim. Ben bu hasta ve sakat halimle kardeşlerimin ve oğullarımın ölmesine rağmen halay çektim. Bir an cenazelerimi hüzünlerimi unuttum; çok sevindim." ifadelerini kullandı.Ülkesinde düzen ve huzur tamamen tesis edilince Suriye'ye dönmeyi planladıklarını belirten Dibeş; "Etme bulma dünyasındayız. Beşar Esad bizi muhacir etti ama çok şükür Müslüman ülke Türkiye'ye geldik; Esad ise Rusya'ya gayrimüslim bir ülkeye gidip sığındı. Biz şimdi ülkemize döneceğiz ama kendisi ömür boyu dönüş yapamayacak; bu bize yeter." dedi."ONLARIN HAKLARINI SAVUNACAĞIM"Kardeşlerinin ve oğullarının hakkını aramada kararlı olduğunu anlatan Dibeş; sözlerini şöyle tamamladı:"12 yıldır büyük bir hüzün yaşıyorum; hapishanede işkencelerle ölen çocuklarımın ve kardeşlerimin mezarları bile belli değil. Onların haklarını savunacağım. Engelli halimle gidip savunacağım. Suriye'de durumlar düzelince her türlü hak mücadelemi sürdüreceğim. Orada dört şehit verdim. Bir kadın; bir abla; bir anne olarak hakkımızı arayacağım. Nasıl işkence gördüklerini; nasıl öldürüldüklerini her yerde anlatacağım. Tüm dünya ülkelerinde uluslararası hukuk çerçevesinde mücadelemi sürdüreceğim inşallah.",0
7,Ukrayna Rus generalin suikastını üstlendi: 'Savaş suçlarının cezası kaçınılmaz',Rusya Ordusu'nun Nükleer; Biyolojik ve Kimyasal Savunma Güçleri (NBC) Komutanı Korgeneral İgor Kirillov; Moskova'daki bir patlamada öldü.Rusya Soruşturma Komitesi; Kirillov'un sabah bir apartmandan çıkarken; elektrikli bir scooter'a saklanmış patlayıcının infilak etmesi sonucu öldüğünü acırlarken; uluslararası ajanslara patlama alanından yeni görüntüler düştü.Olayda patlayıcı yüklü bir scooter; Kirillov ve asistanı binaya yaklaştığı sırada infilak ettirildi. Bir güvenlik yetkillisine göre olay yerine yerleştirilen bombada 300 gram kadar patlayıcı madde bulunduğu kaydedildi ve bomba düzeneğinde 300 gram TNT'ye eşit patlayıcı olduğu belirtildi.Patlamada Rus korgeneral dışında da ölenler olduğu bildirildi.'BİZ YAPTIK; SAVAŞ SUÇLARININ CEZASI KAÇINILMAZ'Ukrayna güvenlik servislerinden operasyon hakkında bilgi sahibi bir kaynak CNN'e verdiği demeçte; Ukrayna'nın Korgeneral Igor Kirillov suikastının arkasında olduğunu açıkladı.Kaynak CNN'e; "Kirillov bir savaş suçlusuydu ve Ukrayna ordusuna karşı yasaklı kimyasal maddelerin kullanılması emrini vermesi sebebiyle kesinlikle meşru bir hedefti;" dedi ve ekledi: "Ukraynalıları öldüren herkesi böylesine utanç verici bir son bekliyor. Savaş suçlarının cezası kaçınılmaz."İGOR KRİLLOV KİMDİR?Korgeneral Igor Kirillov; Rusya Silahlı Kuvvetleri Radyasyon; Kimyasal ve Biyolojik Savunma Birlikleri Şefi resmi unvanıyla Rusya'nın nükleer; biyolojik ve kimyasal koruma güçlerinin başındaydı.Rus devlet medyası TASS'a göre; 2014-2017 yılları arasında ülkenin Radyasyon; Kimyasal ve Biyolojik Savunma Askeri Akademisi'ni yönettikten sonra 2017'de yeni görevine atandı.Pazartesi günü; Kirillov; Rusya'nın Ukrayna'ya karşı savaşında yasaklı kimyasal silahların kullanımıyla gıyaben suçlandı. Ukrayna Güvenlik Servisi'ne göre; savaşın başlangıcından bu yana Kirillov'un emriyle 4 bin 800'den fazla Rus kimyasal mühimmat kullanımı vakası kaydedildi.Kirillov ayrıca İngiltere tarafından Ukrayna'daki savaş alanında "insanlık dışı kimyasal silahların korkunç şekilde kullanımı" nedeniyle yaptırıma tabi tutulmuştu.,0
8,Almanya'dan bir heyet; yeni Suriye geçici yönetimiyle görüşmek üzere Şam'a gitti,Dışişleri Bakanlığı'ndan AA muhabirine yapılan açıklamada Şam'a giden Alman diplomatların; Heyet Tahrir Şam (HTŞ) tarafından atanan geçiş hükümeti temsilcileriyle bugün ilk görüşmeleri gerçekleştireceği ifade edildi.Görüşmelerde "Suriye'de kapsayıcı bir geçiş süreci ve azınlıkların korunması" konularının ele alınacağı aktarılan açıklamada; Şam'da Almanya'nın diplomatik varlık gösterme imkanlarının da araştırılacağı belirtildi.Açıklamada; Alman heyetinin Suriyeli sivil toplum ve Hristiyan toplulukların temsilcileriyle de görüşmeler yapmasının planlandığı aktarıldı.HTŞ ve atanan geçiş hükümetinin faaliyetlerinin yakından izlendiği ve şu ana kadar sağduyulu davrandıklarının söylenebileceği aktarılan açıklamada; Almanya'nın; Suriye geçici yönetimini eylemlerine göre uluslararası ortaklarıyla değerlendireceği ifade edildi.Almanya; iç savaşın başladığı 2011 yılından bu yana ülkelerinden kaçan yaklaşık 1 milyon Suriyeli mülteciye ev sahipliği yapıyor.,0
9,Son dakika... Papa Francis'ten Irak'ta suikast açıklaması,Uluslararası ajansların ve CNN International'ın Papa Francis'in otobiyografisine dayandırarak geçtiği habere göre 2021'deki Irak ziyareti sırasında Papa Francis'e yönelik intihar bombacısı da dahil olmak üzere iki saldırı girişimi engellendi.Papa; İngiliz güvenlik servislerinin; ziyareti sırasında patlayıcı taşıyan genç bir kadının kendini havaya uçurmak için Musul'a doğru yola çıktığına dair bir istihbarat uyarısı aldığını söyledi. Papa; kendisine bir minibüsün "yüksek hızla ve yine suikast amacıyla yönlendirildiğini" söylediklerini de sözlerine ekledi.Bu hafta 88 yaşına girecek olan Papa Francis'in çarpıcı açıklamaları; gelecek yılın başlarında yayınlanacak olan 'Hope' (Umut) adlı yeni kitabından.'IRAK POLİSİ ONLARI PATLATMIŞ'Papa; İtalyan gazetesi Corriere Della Sera tarafından bir kısmı yayınlanan kitapta "Ertesi gün (Vatikan) Jandarmasına iki bombacı hakkında ne bilindiğini sorduğumda; komutan lakonik bir şekilde 'Artık orada değiller' diye yanıtladı;" notunu düştü.Papa habere göre kitabında "Irak polisi onları durdurmuş ve patlatmıştı. Bu da benim için çok çarpıcıydı. Bu da savaşın zehirli meyvesiydi."YÜKSEK RİSKLİ ZİYARETFrancis'in Irak'a yaptığı ziyaret; bir papanın ülkeye yaptığı ilk ziyaretti ve hem güvenlik nedenleriyle hem de devam eden Covid-19 salgını nedeniyle çok yüksek riskli bir yolculuk olarak değerlendirilmişti.Ancak Papa o dönem; İncil tarihi açısından zengin ve dünyanın en eski Hristiyan topluluklarından birine ev sahipliği yapan Irak'a gitmeye kararlı olduğunu açıklamıştı.,0
